hospital_id,hem_reference_no,hospital_name,hospital_parent_type,hospital_type,hospital_sub_type,establishment_year,state_name,state_code,district_name,division_name,block_name,pincode,geo_latitude,geo_longitude,org_head_name,org_head_contact,contact_email,accreditation_board,accreditation_level,accreditation_valid_upto,delisted_from_gov_schemes,total_bed_strength,inpatient_beds,has_fully_equipped_ot,has_icu_with_ac,has_casualty,has_opd,has_hdu,has_general_ward,has_labour_room,created_at,updated_at
1cc54768-2d4a-4929-b71a-faadf9b03af5,UPHOSPREF000206,Primary Health Centre Fatehpur Block 8,Single,PUBLIC,PHC,1973,Uttar Pradesh,UP,Fatehpur,Prayagraj,Fatehpur Block 8,276191,28.245353,79.587563,DR. SANTOSH KUMAR,9434427502,hospital206@gov.up.in,NABL,FULL,,False,304,268,True,True,True,True,False,True,False,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
7469f721-a5c5-442b-8175-ba3e661ee28a,UPHOSPREF000207,Krishna Multispeciality Hospital,Single,PRIVATE,Trust,1998,Uttar Pradesh,UP,Siddharthnagar,Basti,Siddharthnagar Block 2,248291,26.687009,79.588198,DR. BRIJESH KUMAR SHUKLA,8125476734,hospital207@pvt.up.in,NABH,FULL,,False,216,204,True,True,True,True,True,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
07493c1c-2032-4f04-a8be-01d65e5d0a51,UPHOSPREF000208,Trauma Centre Firdauspur,Single,PUBLIC,CHC,1973,Uttar Pradesh,UP,Bareilly,Bareilly,Firdauspur,269731,28.958663,79.001309,DR. DEEPAK KUMAR,7693655340,hospital208@gov.up.in,NABH,,,False,297,239,True,True,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
758813dc-97a7-4005-8104-a90e216eacfc,UPHOSPREF000209,Durga Cancer Institute,Single,PRIVATE,NGO,1997,Uttar Pradesh,UP,Kushinagar,Gorakhpur,Kushinagar Block 3,218453,25.524165,78.541044,DR. ASHOK KUMAR PATEL,9508237448,hospital209@pvt.up.in,NABL,FULL,,False,152,119,False,True,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
b67f38fc-b061-4476-b9df-fa4782aa80b5,UPHOSPREF000210,Combined Hospital Bijnor,Single,PUBLIC,District Hospital,1977,Uttar Pradesh,UP,Bijnor,Moradabad,Bijnor Block 7,207173,29.505422,82.870081,DR. ARVIND KUMAR,7067619101,hospital210@gov.up.in,NABL,,,False,68,51,True,True,True,True,True,True,False,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
d69260e4-339a-4592-adcd-ab5e5fab0286,UPHOSPREF000211,Women Hospital Varanasi,Single,PUBLIC,CHC,1988,Uttar Pradesh,UP,Varanasi,Varanasi,Chiraigaon,215070,27.817501,81.997498,DR. BRIJESH KUMAR,9641432186,hospital211@gov.up.in,JCI,,2030-10-04,False,399,324,False,True,True,True,True,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
01b1ac9a-b279-4287-b7c9-672a9f739faf,UPHOSPREF000212,District Hospital Deoria,Single,PUBLIC,PHC,1977,Uttar Pradesh,UP,Deoria,Gorakhpur,Deoria Block 8,236824,25.330627,81.764727,DR. BABLU KUMAR MISHRA,9775035938,hospital212@gov.up.in,NABH,FULL,2030-01-28,False,93,73,False,True,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
2c47cf2f-06c6-439a-8bd4-b8057bc14e83,UPHOSPREF000213,Women Hospital Aligarh,Single,PUBLIC,District Hospital,1950,Uttar Pradesh,UP,Aligarh,Aligarh,Atrauli,295089,29.396498,79.226044,DR. LAKHAN LAL,7635459727,hospital213@gov.up.in,,PRE,,False,15,12,False,False,False,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
3bfa5202-683d-4c96-b57e-d90f4e583b89,UPHOSPREF000214,Dr. Verma Heart Institute,Single,PRIVATE,Private,1990,Uttar Pradesh,UP,Mau,Azamgarh,Mau Block 7,251875,25.050708,82.602302,DR. MANOJ KUMAR,7779311535,hospital214@pvt.up.in,NABL,FULL,,False,259,213,True,True,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
7930b01e-fe60-4367-b07f-3ebc6726b6e3,UPHOSPREF000215,Zonal Hospital Amethi,Single,PUBLIC,PHC,1986,Uttar Pradesh,UP,Amethi,Ayodhya,Amethi Block 3,264019,24.953194,77.619351,DR. DEEPAK KUMAR,9850804566,hospital215@gov.up.in,NABL,FULL,2026-07-07,False,19,13,False,False,False,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
ab7a702e-228b-4579-ae2a-65c150f833bf,UPHOSPREF000216,Zonal Hospital Sambhal,Single,PUBLIC,Civil Hospital,1965,Uttar Pradesh,UP,Sambhal,Moradabad,Sambhal Block 3,226553,28.665385,79.338548,DR. RAMU KAKA,7987198848,hospital216@gov.up.in,NABH,FULL,2030-11-09,False,20,15,False,False,False,True,False,True,False,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
4829e973-f82f-4764-b305-7e52cf548e68,UPHOSPREF000217,Gupta & Agarwal Multispeciality Hospital,Single,PRIVATE,Private,2003,Uttar Pradesh,UP,Saharanpur,Saharanpur,Saharanpur Block 4,209520,24.349061,83.033111,DR. RAVI SHANKAR,9842866902,hospital217@pvt.up.in,NABL,FULL,,True,40,33,True,False,True,True,False,True,False,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
a8bca0d7-22da-4393-aa6e-c853ffe030e7,UPHOSPREF000218,Tiwari & Singh Orthopaedic Centre,Single,PRIVATE,Trust,1993,Uttar Pradesh,UP,Aligarh,Aligarh,Bijauli,200373,27.529325,77.247578,DR. BABLU KUMAR,7952692272,hospital218@pvt.up.in,NABL,,,False,129,104,True,True,True,True,False,True,False,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
20f10240-070c-42f6-a7aa-4152217b8794,UPHOSPREF000219,Women Hospital Azamgarh,Single,PUBLIC,Civil Hospital,1956,Uttar Pradesh,UP,Azamgarh,Azamgarh,Lalganj,201291,26.990263,78.29555,DR. RAMESH CHANDRA,9488190087,hospital219@gov.up.in,NABL,,,False,74,65,True,True,True,True,False,True,False,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
c0ac23d2-7ed2-48c4-be3c-67f131b622ea,UPHOSPREF000220,Trauma Centre Banda Block 7,Single,PUBLIC,PHC,1990,Uttar Pradesh,UP,Banda,Chitrakoot,Banda Block 7,255607,28.154828,84.194715,DR. RAJEEV KUMAR,9469624275,hospital220@gov.up.in,NABH,,,False,130,95,True,True,True,True,False,True,False,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
14622dbc-3e07-4dfa-83e9-fee29cb49118,UPHOSPREF000221,Primary Health Centre Mainpuri Block 6,Single,PUBLIC,PHC,1992,Uttar Pradesh,UP,Mainpuri,Agra,Mainpuri Block 6,223616,27.533238,78.344593,DR. SHIV KUMAR NISHAD,9665659375,hospital221@gov.up.in,,,2027-05-22,False,95,82,True,True,True,True,True,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
7874e354-349f-4c7f-afe1-cd8abcbf9343,UPHOSPREF000222,Mishra & Singh Multispeciality Hospital,Single,PRIVATE,NGO,1992,Uttar Pradesh,UP,Azamgarh,Azamgarh,Paliya,224477,27.459141,84.294989,DR. PREM SHANKAR BIND,9772813760,hospital222@pvt.up.in,,PRE,2027-12-27,False,219,187,True,True,True,True,True,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
415e594d-ec73-4fd4-b01a-0eae58bacad9,UPHOSPREF000223,Laxmi Surgical Centre,Single,PRIVATE,NGO,1999,Uttar Pradesh,UP,Sultanpur,Ayodhya,Sultanpur Block 8,248399,27.702514,81.872781,DR. AMIT KUMAR GUPTA,9765561166,hospital223@pvt.up.in,NABH,PRE,2030-12-05,False,38,32,False,False,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
8b5dde1e-f33c-4840-9ed7-e11c9ef89c2d,UPHOSPREF000224,Dr. Tiwari Children Hospital,Single,PRIVATE,Private,1995,Uttar Pradesh,UP,Chitrakoot,Chitrakoot,Chitrakoot Block 3,292137,23.958125,80.033765,DR. SUSHIL KUMAR,8026674774,hospital224@pvt.up.in,NABH,PRE,,False,17,12,False,False,False,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
f7254784-38dd-420f-b5df-7b8d170d3452,UPHOSPREF000225,Pandey & Singh Maternity & General Hospital,Single,PRIVATE,Trust,2003,Uttar Pradesh,UP,Moradabad,Moradabad,Moradabad Block 4,290562,27.683213,83.189482,DR. RAJESH KUMAR,7088154009,hospital225@pvt.up.in,NABL,PRE,,False,146,131,True,True,True,True,True,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
03980638-e27c-4ced-8df0-ecfead3b8496,UPHOSPREF000226,Medical College Hospital Mau,Single,PUBLIC,Civil Hospital,1974,Uttar Pradesh,UP,Mau,Azamgarh,Mau Block 5,258227,24.166855,82.860445,DR. MUKESH KUMAR,9851613312,hospital226@gov.up.in,NABL,,,False,39,30,True,False,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
fe6b0548-b615-4c70-acb7-dbf0b2167390,UPHOSPREF000227,Combined Hospital Banda,Single,PUBLIC,Medical College,1979,Uttar Pradesh,UP,Banda,Chitrakoot,Banda Block 4,285249,29.554693,81.246953,DR. RAMESH CHANDRA,7986275402,hospital227@gov.up.in,JCI,PRE,2027-09-05,False,245,172,True,False,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
85d41920-65fe-4bee-bc7b-77c3b478e92e,UPHOSPREF000228,Urban Community Health Centre Moradabad Block 8,Single,PUBLIC,PHC,1988,Uttar Pradesh,UP,Moradabad,Moradabad,Moradabad Block 8,239378,28.569655,81.855122,DR. VIJAY KUMAR,7893305982,hospital228@gov.up.in,NABL,PRE,,False,94,70,True,True,True,True,True,True,False,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
2bf50a3a-2318-4c54-ba0f-e5797d1825e9,UPHOSPREF000229,Trauma Centre Barabanki Block 8,Single,PUBLIC,Civil Hospital,1972,Uttar Pradesh,UP,Barabanki,Ayodhya,Barabanki Block 8,223340,30.227102,82.636026,DR. UMESH KUMAR,9766853237,hospital229@gov.up.in,NABL,,,False,53,42,True,False,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
55aec539-fde1-4ea1-8ae6-a6c140b652a3,UPHOSPREF000230,Community Health Centre Kushinagar Block 2,Single,PUBLIC,Medical College,1970,Uttar Pradesh,UP,Kushinagar,Gorakhpur,Kushinagar Block 2,294327,29.735096,79.639327,DR. BRIJESH KUMAR,9791063918,hospital230@gov.up.in,NABL,PRE,,False,39,35,False,False,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
678a9d99-f865-4498-9cdc-2793d64799e1,UPHOSPREF000231,Sub-District Hospital Prayagraj,Single,PUBLIC,PHC,1981,Uttar Pradesh,UP,Prayagraj,Prayagraj,Chaka,268133,23.537341,82.664724,DR. NARESH KUMAR,9752735423,hospital231@gov.up.in,NABL,,,False,27,22,True,False,False,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
60982dad-6a46-4042-8070-db1c1284ef78,UPHOSPREF000232,Urban Community Health Centre Fatehganj Purvi,Single,PUBLIC,CHC,1973,Uttar Pradesh,UP,Bareilly,Bareilly,Fatehganj Purvi,271181,24.130108,81.504032,DR. VIVEK KUMAR,7004346321,hospital232@gov.up.in,NABH,PRE,2029-10-15,False,151,115,True,True,True,True,True,True,False,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
369c4792-d860-46d9-9e91-928c88baf369,UPHOSPREF000233,Primary Health Centre Kanpur Block 2,Single,PUBLIC,Medical College,1959,Uttar Pradesh,UP,Kanpur Dehat,Kanpur,Kanpur Block 2,295817,26.928731,83.162816,DR. SHIV KUMAR,7037078368,hospital233@gov.up.in,NABL,FULL,,False,17,14,False,False,False,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
6e6ec9a2-31f0-4e47-96bd-7c837cf0470f,UPHOSPREF000234,Agarwal & Pandey Surgical Centre,Single,PRIVATE,Private,2017,Uttar Pradesh,UP,Jalaun,Jhansi,Jalaun Block 1,209398,25.646911,83.178947,DR. HARI OM,7784082198,hospital234@pvt.up.in,,FULL,2026-11-26,False,175,148,True,False,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
c16b7c0d-590b-4fb0-b2e7-3bb1c0f81008,UPHOSPREF000235,Zonal Hospital Meerut,Single,PUBLIC,Medical College,1988,Uttar Pradesh,UP,Meerut,Meerut,Rohta,209325,26.135511,83.404416,DR. LAKHAN LAL,9556098171,hospital235@gov.up.in,JCI,PRE,,False,115,103,True,False,True,True,False,True,False,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
1ea8738a-f517-427e-8744-9c7bcab365f0,UPHOSPREF000236,Trauma Centre Hathras Block 7,Single,PUBLIC,Civil Hospital,1952,Uttar Pradesh,UP,Hathras,Aligarh,Hathras Block 7,201514,29.83867,84.09107,DR. RAKESH KUMAR,8079635127,hospital236@gov.up.in,,FULL,2026-05-30,False,37,25,True,False,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
3ad4306b-33ba-495a-be38-434868832ac7,UPHOSPREF000237,Urban Community Health Centre Patara,Single,PUBLIC,Civil Hospital,1989,Uttar Pradesh,UP,Kanpur Nagar,Kanpur,Patara,209905,29.274885,81.799001,DR. ROHIT KUMAR PANDEY,9649119128,hospital237@gov.up.in,NABL,,,False,397,369,True,False,True,True,False,True,False,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
0eddfa85-d109-42c8-8fb8-739048a7a330,UPHOSPREF000238,Community Health Centre Saharanpur Block 7,Single,PUBLIC,Civil Hospital,1987,Uttar Pradesh,UP,Saharanpur,Saharanpur,Saharanpur Block 7,229314,27.249019,83.948147,DR. SHYAM LAL,7004114008,hospital238@gov.up.in,JCI,FULL,,False,9,7,False,False,False,True,False,False,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
7f08db5a-758e-41ff-9702-28fa6d926ea2,UPHOSPREF000239,Women Hospital Lakhimpur Kheri,Single,PUBLIC,District Hospital,1957,Uttar Pradesh,UP,Lakhimpur Kheri,Lucknow,Lakhimpur Block 4,224518,28.580559,78.184955,DR. SUSHIL KUMAR,9562030968,hospital239@gov.up.in,JCI,,,False,185,165,True,True,True,True,True,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
27056224-0cc0-4751-97e8-82aa00a12121,UPHOSPREF000240,Sub-District Hospital Mau,Single,PUBLIC,PHC,1985,Uttar Pradesh,UP,Mau,Azamgarh,Mau Block 7,240660,30.326282,84.389347,DR. MANOJ KUMAR,7084138236,hospital240@gov.up.in,NABH,,2030-02-11,False,63,47,False,True,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
b5f97da6-b51c-4684-ae37-09d8fc8ac3a5,UPHOSPREF000241,Urban Community Health Centre Karachhana,Single,PUBLIC,District Hospital,1968,Uttar Pradesh,UP,Prayagraj,Prayagraj,Karachhana,278109,26.811346,78.718907,DR. LAKHAN LAL,7907078577,hospital241@gov.up.in,NABH,PRE,2026-11-24,False,258,205,True,True,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
ba6ac79b-a4da-4811-a342-a7749e9b06d5,UPHOSPREF000242,Primary Health Centre Bithri Chainpur,Single,PUBLIC,PHC,1982,Uttar Pradesh,UP,Bareilly,Bareilly,Bithri Chainpur,285530,27.564564,83.5512,DR. ANIL KUMAR,7025676982,hospital242@gov.up.in,JCI,,,False,382,357,True,True,True,True,True,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
37c2029e-65e3-4f0a-8c71-cb31a2f88e56,UPHOSPREF000243,District Hospital Amroha,Single,PUBLIC,CHC,1959,Uttar Pradesh,UP,Amroha,Moradabad,Amroha Block 8,221828,24.34535,84.416492,DR. RAMU KAKA,9732644290,hospital243@gov.up.in,,FULL,,False,90,70,True,True,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
24a8ccd5-ac48-4d76-b7d1-46ad5da7d5a2,UPHOSPREF000244,Community Health Centre Sardar Nagar,Single,PUBLIC,Medical College,1954,Uttar Pradesh,UP,Lucknow,Lucknow,Sardar Nagar,272422,29.054113,77.100144,DR. HARI OM NISHAD,9731199142,hospital244@gov.up.in,JCI,FULL,2026-11-24,False,229,179,True,False,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
9c7f91cf-ca53-474b-8fa4-fa52c1f46601,UPHOSPREF000245,Dr. Agarwal Multispeciality Hospital,Single,PRIVATE,NGO,2004,Uttar Pradesh,UP,Ghaziabad,Meerut,Dhaulana,238404,27.535378,81.949351,DR. SURESH KUMAR,7692212762,hospital245@pvt.up.in,NABL,PRE,,False,80,72,True,True,True,True,True,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
84cb3c64-3ecc-4541-b8e8-f057bdb261b5,UPHOSPREF000246,Zonal Hospital Gorakhpur,Single,PUBLIC,Medical College,1990,Uttar Pradesh,UP,Gorakhpur,Gorakhpur,Brahmpur,240898,25.803234,80.376803,DR. GUDDU KUMAR,9784082228,hospital246@gov.up.in,JCI,,,False,31,21,True,False,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
dd570872-afe8-481b-a77b-40b538abea65,UPHOSPREF000247,Zonal Hospital Mirzapur,Single,PUBLIC,Medical College,1974,Uttar Pradesh,UP,Mirzapur,Mirzapur,Mirzapur Block 1,287640,24.959052,84.04702,DR. HEMANT KUMAR BIND,7535969895,hospital247@gov.up.in,JCI,,2030-01-05,False,34,30,True,False,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
537c7ad0-ba00-4d6b-84f9-77004e5657af,UPHOSPREF000248,Dr. Singh Medical Centre,Single,PRIVATE,Private,2002,Uttar Pradesh,UP,Fatehpur,Prayagraj,Fatehpur Block 7,230536,23.52436,79.867851,DR. SHIV KUMAR SHUKLA,7794016286,hospital248@pvt.up.in,,FULL,2028-05-04,False,277,219,True,True,True,True,True,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
af0c2126-411f-4ebf-a509-5b165c8e064d,UPHOSPREF000249,Primary Health Centre Bahraich Block 6,Single,PUBLIC,Civil Hospital,1966,Uttar Pradesh,UP,Bahraich,Devipatan,Bahraich Block 6,209927,30.111182,77.795485,DR. RAJEEV KUMAR PANDEY,9602277674,hospital249@gov.up.in,NABL,,2028-02-28,False,74,69,True,True,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
ab9584e4-0dd5-4187-a760-7dfa89cb6e08,UPHOSPREF000250,Saraswati Orthopaedic Centre,Single,PRIVATE,NGO,2016,Uttar Pradesh,UP,Varanasi,Varanasi,Baragaon,285174,28.846204,81.101244,DR. NARESH KUMAR,9694215085,hospital250@pvt.up.in,NABL,FULL,2030-05-11,False,52,42,True,True,True,True,True,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
d9e9beab-32ba-47c7-b316-8c2019c2f0b6,UPHOSPREF000251,Dr. Sharma Eye Hospital,Single,PRIVATE,Private,2011,Uttar Pradesh,UP,Jaunpur,Varanasi,Jaunpur Block 7,248770,27.295271,82.269843,DR. SHYAM LAL,9423660668,hospital251@pvt.up.in,JCI,PRE,2029-10-30,False,146,129,False,False,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
0c26b695-3200-4bf1-a4ae-9b9d48b07d79,UPHOSPREF000252,Medical College Hospital Prayagraj,Single,PUBLIC,CHC,1985,Uttar Pradesh,UP,Prayagraj,Prayagraj,Holagarh,223996,23.705095,81.499072,DR. DEVENDRA KUMAR NISHAD,9595939293,hospital252@gov.up.in,NABH,PRE,2031-01-30,False,60,46,True,False,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
35d13594-7d71-4af5-b9a4-593c846ee525,UPHOSPREF000253,Medical College Hospital Meerut,Single,PUBLIC,CHC,1975,Uttar Pradesh,UP,Meerut,Meerut,Sherpur,260278,27.343889,81.28302,DR. RAVINDRA NATH JAISWAL,8065318104,hospital253@gov.up.in,NABL,,2027-10-12,False,67,61,True,True,True,True,True,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
dac7e629-3879-4271-8080-e2d19d7abe61,UPHOSPREF000254,Trauma Centre Mahoba Block 6,Single,PUBLIC,CHC,1984,Uttar Pradesh,UP,Mahoba,Chitrakoot,Mahoba Block 6,256971,27.048385,79.333365,DR. DEVENDRA KUMAR,9560909964,hospital254@gov.up.in,NABH,PRE,2030-08-11,False,9,8,False,False,False,True,False,False,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
b0f66a2c-793a-4064-8e9b-af17984a259f,UPHOSPREF000255,District Hospital Ayodhya,Single,PUBLIC,CHC,1971,Uttar Pradesh,UP,Ayodhya,Ayodhya,Ayodhya Block 4,231427,27.085231,80.706633,DR. ANIL KUMAR DUBEY,8190436769,hospital255@gov.up.in,NABH,FULL,,False,6,4,False,False,False,True,False,False,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
f797271d-dc74-4cfe-b2d4-6f8490b5a758,UPHOSPREF000256,Urban Community Health Centre Balrampur Block 2,Single,PUBLIC,Civil Hospital,1967,Uttar Pradesh,UP,Balrampur,Devipatan,Balrampur Block 2,267954,24.80494,80.867717,DR. DEEPAK KUMAR,9881571699,hospital256@gov.up.in,,,2029-02-27,False,273,216,True,True,True,True,True,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
d3bcd033-d541-46a7-b8ec-8b8160691de0,UPHOSPREF000257,Primary Health Centre Saharanpur Block 6,Single,PUBLIC,CHC,1979,Uttar Pradesh,UP,Saharanpur,Saharanpur,Saharanpur Block 6,290248,29.193584,77.546957,DR. DEVENDRA KUMAR,9416684157,hospital257@gov.up.in,,PRE,2029-05-24,False,21,16,True,False,False,True,False,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
b342c6dc-22fb-44bd-b333-9db0f6d69463,UPHOSPREF000258,Krishna Nursing Home,Single,PRIVATE,NGO,2001,Uttar Pradesh,UP,Gautam Buddha Nagar,Meerut,Gautam Block 5,257382,28.087939,81.444554,DR. MANOJ KUMAR LODHI,7986810158,hospital258@pvt.up.in,,PRE,2028-05-22,False,106,76,False,False,True,True,False,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
9643f308-b07f-45ab-8906-08a9e8b27e58,UPHOSPREF000259,Women Hospital Jalaun,Single,PUBLIC,District Hospital,1995,Uttar Pradesh,UP,Jalaun,Jhansi,Jalaun Block 8,240862,25.604377,83.309828,DR. ASHOK KUMAR,8002519823,hospital259@gov.up.in,NABH,PRE,2029-09-06,False,90,75,False,True,True,True,False,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
c40bea65-5718-446f-ac83-17c68116b849,UPHOSPREF000260,Dr. Mishra Surgical Centre,Single,PRIVATE,Private,1995,Uttar Pradesh,UP,Meerut,Meerut,Sherpur,265473,28.845367,82.870341,DR. JAGDISH PRASAD,7697423392,hospital260@pvt.up.in,,FULL,,False,171,135,True,True,True,True,True,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
0306bb9f-3644-4d8b-ab42-d532c54439c3,UPHOSPREF000261,Medical College Hospital Gorakhpur,Single,PUBLIC,Civil Hospital,1977,Uttar Pradesh,UP,Gorakhpur,Gorakhpur,Sahjanwa,278500,24.945432,77.191257,DR. NARESH KUMAR,9884880085,hospital261@gov.up.in,JCI,,,False,291,227,False,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
826bb3c7-e3a4-46d7-a157-b370dc2e7ec0,UPHOSPREF000262,Singh & Gupta Orthopaedic Centre,Single,PRIVATE,Private,2017,Uttar Pradesh,UP,Moradabad,Moradabad,Moradabad Block 8,209099,26.278107,79.748727,DR. VIRENDRA SINGH,9587269170,hospital262@pvt.up.in,JCI,PRE,,False,151,131,True,True,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
1ab89dc0-9656-4e5d-be4c-cb4af81cb6ca,UPHOSPREF000263,Tiwari & Tiwari Hospital & Research Centre,Single,PRIVATE,NGO,2013,Uttar Pradesh,UP,Kaushambi,Prayagraj,Kaushambi Block 1,200624,27.13013,78.559489,DR. RAJESH KUMAR JAISWAL,7744163292,hospital263@pvt.up.in,NABL,PRE,2029-10-18,False,219,207,True,True,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
95b396b3-a7b5-4ead-950a-344bb0e2e82d,UPHOSPREF000264,Dr. Mishra Orthopaedic Centre,Single,PRIVATE,Private,1997,Uttar Pradesh,UP,Sant Kabir Nagar,Basti,Sant Block 5,239738,29.838028,81.075229,DR. DEEPAK KUMAR,9676112679,hospital264@pvt.up.in,,FULL,,False,220,158,True,True,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
e82a7601-d470-48ca-9608-5019c046d880,UPHOSPREF000265,Women Hospital Hardoi,Single,PUBLIC,Civil Hospital,1968,Uttar Pradesh,UP,Hardoi,Lucknow,Hardoi Block 2,289070,27.589438,80.57941,DR. PRADEEP KUMAR CHAUHAN,7689399570,hospital265@gov.up.in,JCI,,2028-11-03,False,100,74,True,True,True,True,True,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
d2d71c15-213b-466d-89a0-cf8cd46262dd,UPHOSPREF000266,Primary Health Centre Rasulabad,Single,PUBLIC,Civil Hospital,1986,Uttar Pradesh,UP,Kanpur Nagar,Kanpur,Rasulabad,206304,30.066841,82.353362,DR. ROHIT KUMAR,8134612563,hospital266@gov.up.in,NABL,,2026-08-27,False,6,5,False,False,False,True,False,False,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
553815e9-2e4c-4548-b1aa-384955efe102,UPHOSPREF000267,Women Hospital Farrukhabad,Single,PUBLIC,CHC,1976,Uttar Pradesh,UP,Farrukhabad,Kanpur,Farrukhabad Block 8,239540,29.557528,80.689833,DR. VIVEK KUMAR,7697667695,hospital267@gov.up.in,,,,True,363,269,True,True,True,True,True,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
0fdb4a5d-7ce4-4089-8a48-4f60009d0228,UPHOSPREF000268,Durga Multispeciality Hospital,Single,PRIVATE,Private,2004,Uttar Pradesh,UP,Ghaziabad,Meerut,Muradnagar,295752,30.388725,78.952474,DR. NARESH KUMAR,7683462688,hospital268@pvt.up.in,NABH,FULL,2030-01-29,False,40,33,True,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
