hospital_license_id,hospital_id,license_name,certificate_no,issue_date,expiry_date,attachment_uri
5b73ec89-d45b-4d2e-b77a-29506bd282f9,809ff073-96e2-4170-ac65-c8e1906d329f,Blood Bank License,CERT_COWEYINJXX,2025-07-04,2029-03-06,s3://up-ab-licenses/LIC_25KSCXE0JCIZ.pdf
7d5db956-e1b1-484a-8085-4399b8d73c06,809ff073-96e2-4170-ac65-c8e1906d329f,Clinical Establishment Act Registration,CERT_HC6GYH8740,2024-04-12,2029-01-02,s3://up-ab-licenses/LIC_KVABY71XR4SI.pdf
b3965a96-b73a-4a34-907f-9f84278a837b,c07802b7-0e29-4a50-bb6c-404c4becd9f4,Pharmacy License,CERT_7QYZ3P11B7,2021-07-26,2026-04-13,s3://up-ab-licenses/LIC_87DZ1ERH2K8E.pdf
23920eb2-2e9c-41bc-a0b4-a47ab57fcec6,c07802b7-0e29-4a50-bb6c-404c4becd9f4,Lift Safety Certificate,CERT_EEPCC6KL5A,2021-10-20,2025-06-07,s3://up-ab-licenses/LIC_51OUDL3H53O4.pdf
372823a9-aa21-405e-a3b7-69da2188aa53,c07802b7-0e29-4a50-bb6c-404c4becd9f4,Ambulance Tie-Up Certificate,CERT_MVMMQH9OJ2,2022-01-26,2025-06-08,s3://up-ab-licenses/LIC_DXI7HNV0T2VI.pdf
a7b87ee8-537f-4818-8121-86362d028185,c07802b7-0e29-4a50-bb6c-404c4becd9f4,PCPNDT Registration,CERT_ADBOOEXD4Z,2021-04-27,2025-02-07,s3://up-ab-licenses/LIC_CNKNYS3XKSD3.pdf
4671373a-ec0b-48ad-86a5-5f0d9e72bc15,c07802b7-0e29-4a50-bb6c-404c4becd9f4,Hospital Registration Certificate,CERT_5Y2KX3SXX3,2022-12-30,2027-04-13,s3://up-ab-licenses/LIC_IK0HWL5DUGFN.pdf
36ec59f3-0581-4cf6-9679-34eb2c660b08,c07802b7-0e29-4a50-bb6c-404c4becd9f4,Pollution Control Clearance,CERT_RIQUHM57XV,2022-05-04,2024-06-02,s3://up-ab-licenses/LIC_92O5G825Y741.pdf
7e692a3e-05f3-4ef5-acba-14f45418f85b,c07802b7-0e29-4a50-bb6c-404c4becd9f4,Clinical Establishment Act Registration,CERT_UVXUKC9ZPO,2021-12-23,2026-04-17,s3://up-ab-licenses/LIC_ZNCT93P0R52P.pdf
caef5cd9-7d16-4d02-8182-fef2bce2743d,c07802b7-0e29-4a50-bb6c-404c4becd9f4,NABL Accreditation,CERT_QUGWHQ2FBV,2024-05-01,2029-04-02,s3://up-ab-licenses/LIC_U505KCWHBY2C.pdf
59e5418e-6b27-4d4e-b326-dee70fa15bc8,c07802b7-0e29-4a50-bb6c-404c4becd9f4,Biomedical Waste Management Certificate,CERT_FE1BT7CS5H,2021-01-12,2024-09-21,s3://up-ab-licenses/LIC_8LMCJL30Y1RK.pdf
f26150e9-db43-4682-ac50-6f2b2c5e2674,c07802b7-0e29-4a50-bb6c-404c4becd9f4,Blood Bank License,CERT_EUXPHSXDCD,2025-02-27,2027-12-26,s3://up-ab-licenses/LIC_OKXO16ESV0Z3.pdf
a98b8086-a754-4f2f-be79-a95a89519b83,8c28e7b6-bbce-4f3e-b496-0b5d11471805,NABL Accreditation,CERT_FRRUH0D8HL,2024-01-10,2025-11-24,s3://up-ab-licenses/LIC_MHLDO4N988EQ.pdf
36319b37-887e-475e-a773-6274ca1e3b38,8c28e7b6-bbce-4f3e-b496-0b5d11471805,PCPNDT Registration,CERT_FQTRRB9WUJ,2025-06-16,2029-05-06,s3://up-ab-licenses/LIC_A006F1AKANPU.pdf
d1f3f65e-6b65-4373-a706-708c4eb39025,8c28e7b6-bbce-4f3e-b496-0b5d11471805,Clinical Establishment Act Registration,CERT_SUO288PMZ8,2023-11-22,2026-01-26,s3://up-ab-licenses/LIC_OHW04PHQN71P.pdf
7e652941-68f1-4e89-afc7-e5ecaea13553,8c28e7b6-bbce-4f3e-b496-0b5d11471805,Pharmacy License,CERT_NJNQZ16AF0,2022-07-22,2023-12-17,s3://up-ab-licenses/LIC_2DJBZYUK0ELT.pdf
748b63b4-6366-48be-a7d6-19629012a4d9,3c9da9cb-ea34-42ec-a054-f09e6f21177a,Building Completion Certificate,CERT_STKF2HHTUG,2024-03-10,2025-02-03,s3://up-ab-licenses/LIC_R7WD13M8FLXT.pdf
0b73be7c-f016-4015-a34a-08579d62d2d7,3c9da9cb-ea34-42ec-a054-f09e6f21177a,Lift Safety Certificate,CERT_QRYI8BOYP9,2022-07-08,2026-04-22,s3://up-ab-licenses/LIC_P722M2ZFBN9Z.pdf
6752d4fd-9a64-4175-aa1f-0580e2dffa01,3c9da9cb-ea34-42ec-a054-f09e6f21177a,Ambulance Tie-Up Certificate,CERT_0YLRQ76444,2020-12-07,2024-06-18,s3://up-ab-licenses/LIC_FTOPATCLX3CT.pdf
e90dcb02-1057-49ac-ae8e-85fa20ff30c9,3c9da9cb-ea34-42ec-a054-f09e6f21177a,NABL Accreditation,CERT_CAGC1LUVZN,2021-08-15,2023-11-29,s3://up-ab-licenses/LIC_19HIBSP3670K.pdf
d2111366-9e11-43de-9fee-7efccd1d695f,3c9da9cb-ea34-42ec-a054-f09e6f21177a,Fire Safety Certificate,CERT_WSBTLNM9GH,2024-10-24,2029-01-03,s3://up-ab-licenses/LIC_09GBVZJNNPLT.pdf
2e980daa-a74d-4cee-aba6-effef923b637,3c9da9cb-ea34-42ec-a054-f09e6f21177a,Blood Bank License,CERT_5IVI0A8EH3,2025-05-26,2027-03-13,s3://up-ab-licenses/LIC_6TOICUBV5DWB.pdf
4b8fbb00-8e9c-49cf-8232-f00499a05223,f459efc7-a94b-4fcd-a1b8-cfde96de1283,Hospital Registration Certificate,CERT_ZH5X7SAR9K,2021-06-17,2025-05-03,s3://up-ab-licenses/LIC_J4M0FWS5QNCP.pdf
462b40c7-6118-48a8-bbf8-133f5f15d95a,f459efc7-a94b-4fcd-a1b8-cfde96de1283,NABL Accreditation,CERT_RAXZV0RFUI,2022-09-07,2024-09-29,s3://up-ab-licenses/LIC_OEZ9C2Q2GR74.pdf
7c98d452-a3f7-4897-b70a-ff6258ae62d0,f459efc7-a94b-4fcd-a1b8-cfde96de1283,PCPNDT Registration,CERT_ZZ52UZ18PD,2023-08-10,2025-06-18,s3://up-ab-licenses/LIC_FDSQLBWI0BGH.pdf
99a1828e-2a6a-47de-8306-08157fd1045b,f459efc7-a94b-4fcd-a1b8-cfde96de1283,Pharmacy License,CERT_7CN9JQR4JG,2022-03-23,2026-10-25,s3://up-ab-licenses/LIC_NEHPCIRH8LU0.pdf
06b286dc-344d-41e0-8f1e-c091ebb3d634,f459efc7-a94b-4fcd-a1b8-cfde96de1283,Ambulance Tie-Up Certificate,CERT_KF7OM986WB,2020-09-26,2021-12-30,s3://up-ab-licenses/LIC_CNG4AB6OSTGP.pdf
77cb5e7a-2eea-443f-b399-61769f8913e0,f459efc7-a94b-4fcd-a1b8-cfde96de1283,Biomedical Waste Management Certificate,CERT_5LEK3BI00O,2025-08-27,2027-03-23,s3://up-ab-licenses/LIC_L6U33S9WU4YP.pdf
764e1929-2d55-41f1-89dc-e9845937f784,f459efc7-a94b-4fcd-a1b8-cfde96de1283,NABH Accreditation,CERT_3O8OJ4LHC7,2020-12-25,2023-12-27,s3://up-ab-licenses/LIC_RRFGQE9OUPWB.pdf
bcc36144-f343-4ddd-a508-76aaf9d8fb2e,f459efc7-a94b-4fcd-a1b8-cfde96de1283,Clinical Establishment Act Registration,CERT_G5TSX1EB3Y,2024-04-26,2026-02-07,s3://up-ab-licenses/LIC_78OBZ0ZAOIUS.pdf
43b2fe07-7229-4838-bac8-2f2db697f94e,5cd21b7d-188f-4966-b23c-d377c153a291,Pollution Control Clearance,CERT_JSXF2ITQCN,2023-05-07,2026-04-08,s3://up-ab-licenses/LIC_C46UZKQL5LSO.pdf
882e656d-dc02-444b-9463-5b4515209759,5cd21b7d-188f-4966-b23c-d377c153a291,Hospital Registration Certificate,CERT_WUAY4BCR88,2022-05-09,2024-11-18,s3://up-ab-licenses/LIC_H1UJVF2D2U6N.pdf
1975ad34-06a2-4abd-b5fc-0c10b73ca134,5cd21b7d-188f-4966-b23c-d377c153a291,NABL Accreditation,CERT_0BXW7P7JH8,2025-05-21,2030-05-15,s3://up-ab-licenses/LIC_96535SKRVZBP.pdf
0dcf3831-817e-43be-ba9a-733f84df704b,5cd21b7d-188f-4966-b23c-d377c153a291,PCPNDT Registration,CERT_0DCTLLFSDT,2023-02-08,2026-10-27,s3://up-ab-licenses/LIC_QCAWX7RBN6L2.pdf
e16c87d4-7032-4a47-9be4-350d788137a4,5cd21b7d-188f-4966-b23c-d377c153a291,Ambulance Tie-Up Certificate,CERT_NN4E4L4UE8,2025-04-29,2028-03-10,s3://up-ab-licenses/LIC_978KRU03J2PZ.pdf
918b0930-4afd-4821-a3b7-54402858d09b,add41731-c1ec-4042-ba9c-e962f7bdc5bf,Biomedical Waste Management Certificate,CERT_7BNOTSS337,2023-03-25,2026-01-01,s3://up-ab-licenses/LIC_56OXF7REAQ2T.pdf
28c9830f-a1b4-4155-8115-19841341e8d3,add41731-c1ec-4042-ba9c-e962f7bdc5bf,Building Completion Certificate,CERT_3RRSGYGWPD,2025-04-08,2028-06-12,s3://up-ab-licenses/LIC_JU9PCT9IUMXT.pdf
ae416d77-f6dd-4801-bdd5-b1e7a94dcdb5,add41731-c1ec-4042-ba9c-e962f7bdc5bf,Clinical Establishment Act Registration,CERT_Q4XCUI9XCM,2021-12-18,2025-01-03,s3://up-ab-licenses/LIC_QNFB0EM8SVT6.pdf
5c30b7ef-7832-40a3-940f-ee87caf688cf,add41731-c1ec-4042-ba9c-e962f7bdc5bf,Blood Bank License,CERT_8QPHKURNSA,2024-11-26,2029-06-24,s3://up-ab-licenses/LIC_H31JON4G1IUE.pdf
cf91848a-18ca-4d7b-9755-d2a32c75b0b9,add41731-c1ec-4042-ba9c-e962f7bdc5bf,Pollution Control Clearance,CERT_G8T0SW6UR5,2021-07-13,2024-02-09,s3://up-ab-licenses/LIC_YF4U1R78WKXV.pdf
a98eb08e-f43f-4db8-8c55-6cedf2a220c3,add41731-c1ec-4042-ba9c-e962f7bdc5bf,PCPNDT Registration,CERT_VVV02LK1N6,2023-09-08,2027-11-24,s3://up-ab-licenses/LIC_T0KWSJJ9N6L9.pdf
b9f529a3-6973-4257-a55f-b99b783d7b61,add41731-c1ec-4042-ba9c-e962f7bdc5bf,NABL Accreditation,CERT_N0LSYRH34L,2023-10-13,2027-08-09,s3://up-ab-licenses/LIC_Y2JS32U81X1Y.pdf
19e75b7c-ec48-42e3-8037-be1bf0741884,add41731-c1ec-4042-ba9c-e962f7bdc5bf,Pharmacy License,CERT_ZSFG7CWKEW,2022-06-12,2027-05-06,s3://up-ab-licenses/LIC_2918FEQ9601M.pdf
29abd11a-5b17-4b49-94c5-5e96cc58c107,add41731-c1ec-4042-ba9c-e962f7bdc5bf,Fire Safety Certificate,CERT_9P4OW5HXC5,2023-10-28,2025-12-14,s3://up-ab-licenses/LIC_KOM1KYW9D8MK.pdf
34afa630-c29a-42c2-aac9-ebb2a5332186,62e1ce57-4241-4364-92cb-7637c17b5c01,PCPNDT Registration,CERT_O0M1H7NLPR,2024-06-13,2026-09-19,s3://up-ab-licenses/LIC_I00AGFTIWMHE.pdf
e42fd6fd-3a5c-43ba-b8d9-dffe64d3a216,62e1ce57-4241-4364-92cb-7637c17b5c01,Blood Bank License,CERT_YBYX3WAKCU,2024-09-07,2027-04-24,s3://up-ab-licenses/LIC_B3AQOASGID3K.pdf
bc4f4f1b-3ac4-4ffc-bb82-40aa6d61fe0c,62e1ce57-4241-4364-92cb-7637c17b5c01,Hospital Registration Certificate,CERT_1UVKTHAF7O,2023-12-08,2027-05-13,s3://up-ab-licenses/LIC_7RZ97CECT7H7.pdf
8b9344da-8806-47ad-99ea-6cd9c47cd368,62e1ce57-4241-4364-92cb-7637c17b5c01,Ambulance Tie-Up Certificate,CERT_FYE3RYD5QO,2020-09-09,2025-05-08,s3://up-ab-licenses/LIC_IQ4YODFABTEY.pdf
54752825-b659-49fc-a3d0-4af68de0e647,62e1ce57-4241-4364-92cb-7637c17b5c01,Building Completion Certificate,CERT_5ACL9SA58A,2021-04-18,2023-10-29,s3://up-ab-licenses/LIC_ANHMEHDXJVM0.pdf
a2563c1b-7951-4d17-a300-749b210a45ce,62e1ce57-4241-4364-92cb-7637c17b5c01,Pollution Control Clearance,CERT_S9FPKVGVYD,2023-06-12,2025-10-25,s3://up-ab-licenses/LIC_LRE8GY5P29Q3.pdf
8aeef558-19a5-4ff1-b55c-2dd63fa42e81,62e1ce57-4241-4364-92cb-7637c17b5c01,NABH Accreditation,CERT_9KVC5C7SRL,2021-10-09,2024-10-05,s3://up-ab-licenses/LIC_DQDDL8VY5LM9.pdf
df2bf40f-aa72-48f4-b28f-724aae852714,62e1ce57-4241-4364-92cb-7637c17b5c01,Biomedical Waste Management Certificate,CERT_D1KEPLOF2N,2022-03-14,2023-11-04,s3://up-ab-licenses/LIC_554J0FR6BEI8.pdf
a546168d-1da7-445d-9c07-237ea42dabbd,6321512d-78a5-425f-8038-d29cd7a8473a,Ambulance Tie-Up Certificate,CERT_D5IMTQ1LL8,2023-07-03,2026-11-27,s3://up-ab-licenses/LIC_1E5XYV3RNBTT.pdf
5cfc0157-72f8-4f70-b800-be43f32dff47,6321512d-78a5-425f-8038-d29cd7a8473a,PCPNDT Registration,CERT_GOMNQBQRRA,2023-07-29,2027-08-11,s3://up-ab-licenses/LIC_YU0UXRDZHVN6.pdf
580e0c55-e9cc-42b9-8929-c5f2761f1edb,6321512d-78a5-425f-8038-d29cd7a8473a,Pollution Control Clearance,CERT_AZT2GPHIDG,2023-07-03,2028-03-27,s3://up-ab-licenses/LIC_RWZH8ZBU8JUU.pdf
adde24fa-9234-4264-8cdf-6dbf90897640,6321512d-78a5-425f-8038-d29cd7a8473a,Pharmacy License,CERT_OOGZEHNSNZ,2024-08-14,2026-03-04,s3://up-ab-licenses/LIC_HYY4B0H9FIFC.pdf
d45d33cf-515a-40b7-ac9c-f1bf12c4d424,6321512d-78a5-425f-8038-d29cd7a8473a,NABH Accreditation,CERT_HUJCCM1ADQ,2021-12-21,2025-05-17,s3://up-ab-licenses/LIC_8D6GCQVELGL5.pdf
4a945824-d8ec-4dec-8022-8c2892681e20,6321512d-78a5-425f-8038-d29cd7a8473a,Biomedical Waste Management Certificate,CERT_CCC8OUQE2W,2021-07-29,2022-09-18,s3://up-ab-licenses/LIC_3KXP5LBWQJW9.pdf
379996fd-7a0c-48e2-907d-0b17d7da8e78,6321512d-78a5-425f-8038-d29cd7a8473a,NABL Accreditation,CERT_8DHXKLA62K,2021-06-13,2024-07-09,s3://up-ab-licenses/LIC_775PDRYBVRMI.pdf
350219ca-5aa4-4c64-a960-4a3ea7a9c87a,f526b874-7f37-4702-9f00-e29cfcb4ab96,Clinical Establishment Act Registration,CERT_9IVPRBT0E1,2023-07-07,2025-03-06,s3://up-ab-licenses/LIC_DEFUHK877JAU.pdf
4bf127c0-8e89-4c81-8a85-3a58ed9be38f,f526b874-7f37-4702-9f00-e29cfcb4ab96,Building Completion Certificate,CERT_2DELINA2K4,2023-03-23,2027-06-21,s3://up-ab-licenses/LIC_YQBZM56ODZ3T.pdf
1b14618b-27f1-48ea-a59e-70190bc81a83,f526b874-7f37-4702-9f00-e29cfcb4ab96,Pharmacy License,CERT_RWLPG6OYGT,2021-09-26,2025-09-24,s3://up-ab-licenses/LIC_RI4DB0OGCPCK.pdf
9f8bfd4e-88f6-4e23-a8c2-6ab1339ec762,f526b874-7f37-4702-9f00-e29cfcb4ab96,Hospital Registration Certificate,CERT_5AXFRYRR2I,2022-02-11,2027-01-06,s3://up-ab-licenses/LIC_WK0HKU3CRVNH.pdf
6d1a1a29-c30b-44f3-bacb-d7afca9ef1bb,f526b874-7f37-4702-9f00-e29cfcb4ab96,Biomedical Waste Management Certificate,CERT_YNLG8D80SY,2022-08-30,2025-05-21,s3://up-ab-licenses/LIC_5XI5GF8CZX4T.pdf
702b5b3d-c7cb-49a3-81a5-fb858fb3dbe9,f526b874-7f37-4702-9f00-e29cfcb4ab96,Fire Safety Certificate,CERT_ZW0ILSVZMZ,2025-05-11,2028-09-04,s3://up-ab-licenses/LIC_ZP7BMGIAIYUB.pdf
7c856d51-5226-4baa-ab6f-49339529bcec,f526b874-7f37-4702-9f00-e29cfcb4ab96,Ambulance Tie-Up Certificate,CERT_UH20WCKJPS,2021-03-28,2024-09-09,s3://up-ab-licenses/LIC_T0MU9VFONBDD.pdf
40a1f8cf-8e7d-444d-95ee-37f089d1ca51,f526b874-7f37-4702-9f00-e29cfcb4ab96,Lift Safety Certificate,CERT_184DZ60UHV,2022-06-04,2026-05-15,s3://up-ab-licenses/LIC_NLVUJ0UJ7QBW.pdf
62536a24-1969-43ad-b64d-9ab688179c40,f526b874-7f37-4702-9f00-e29cfcb4ab96,Pollution Control Clearance,CERT_IGUV7GR8YH,2021-03-30,2026-03-03,s3://up-ab-licenses/LIC_R6N8H0G0G0LS.pdf
835d5bdc-efeb-4c6f-9ec1-afe79bdbed3c,f526b874-7f37-4702-9f00-e29cfcb4ab96,Blood Bank License,CERT_EWO5ROJ47G,2022-03-06,2026-02-10,s3://up-ab-licenses/LIC_YW7EYNULHHBO.pdf
ba6bed89-280a-4454-bde0-c67714d078b8,8dd88ab8-586d-4275-9334-22ec58d9d619,PCPNDT Registration,CERT_GJLZKWTDDV,2020-12-05,2025-07-16,s3://up-ab-licenses/LIC_SN9FYEEH3IIN.pdf
4cb065dc-6ea3-435a-8953-76fa85d690ff,8dd88ab8-586d-4275-9334-22ec58d9d619,Ambulance Tie-Up Certificate,CERT_QLZQC7B2RV,2022-09-26,2024-06-15,s3://up-ab-licenses/LIC_3B3HHRRDCU45.pdf
e47bf9af-b952-42ab-b491-67749e93cbf8,8dd88ab8-586d-4275-9334-22ec58d9d619,Pollution Control Clearance,CERT_2SZAE3LARK,2021-02-09,2023-08-08,s3://up-ab-licenses/LIC_8KMYBDITIQ6K.pdf
65bcd24b-50da-4acd-8433-89756b936be0,8dd88ab8-586d-4275-9334-22ec58d9d619,Lift Safety Certificate,CERT_0MUMJ9CZ39,2021-02-23,2025-12-12,s3://up-ab-licenses/LIC_09WQQXOQN33B.pdf
5da39dec-546e-49e2-ac56-53cd12c99498,8dd88ab8-586d-4275-9334-22ec58d9d619,Hospital Registration Certificate,CERT_54K8MYTG1H,2022-07-18,2023-10-25,s3://up-ab-licenses/LIC_XPUZE3BFPM8O.pdf
369a849e-a962-4b2f-b0d9-138da194fefe,4d56d6b6-a141-4fc8-92df-d45f140de17f,Pharmacy License,CERT_0OY8YQXMRC,2021-07-19,2026-03-24,s3://up-ab-licenses/LIC_CTC424CNSZQ0.pdf
dfd50cdb-3163-45c4-b8fc-73fef93612ba,4d56d6b6-a141-4fc8-92df-d45f140de17f,Lift Safety Certificate,CERT_FVK4BGURWO,2024-09-26,2026-01-10,s3://up-ab-licenses/LIC_P6WXEDH5A3HG.pdf
3561c15f-e954-459a-9838-14923789ed0c,4d56d6b6-a141-4fc8-92df-d45f140de17f,Pollution Control Clearance,CERT_L4HD2WNAYP,2023-10-14,2025-06-22,s3://up-ab-licenses/LIC_0CD2D1ORWPDA.pdf
18e7ed30-6c54-4782-bcb5-df2a6be4e4f8,4d56d6b6-a141-4fc8-92df-d45f140de17f,Building Completion Certificate,CERT_E42TZCN5F2,2022-03-23,2024-01-31,s3://up-ab-licenses/LIC_0YXKTYCA0Z2D.pdf
4a42a624-0b00-4ce5-b195-40a20b218123,4d56d6b6-a141-4fc8-92df-d45f140de17f,Ambulance Tie-Up Certificate,CERT_KEED7XY2SE,2022-09-28,2025-01-18,s3://up-ab-licenses/LIC_NS7ZCDKGEUC4.pdf
9cf15771-054d-4649-bfda-050861791820,4d56d6b6-a141-4fc8-92df-d45f140de17f,Fire Safety Certificate,CERT_DWKO358FBL,2024-09-28,2026-01-26,s3://up-ab-licenses/LIC_KT37DR0STCSJ.pdf
3fcfadec-2a74-43d5-91c9-0cdb1d8588e7,4d56d6b6-a141-4fc8-92df-d45f140de17f,NABH Accreditation,CERT_R2D3NIB2SS,2022-12-14,2025-05-30,s3://up-ab-licenses/LIC_9NLMMCUWTCCW.pdf
9330043e-59e0-4eab-b783-c06b0d2a319e,4d56d6b6-a141-4fc8-92df-d45f140de17f,Hospital Registration Certificate,CERT_METOGH7QV0,2024-10-05,2025-08-13,s3://up-ab-licenses/LIC_BGQOGLHNDLS8.pdf
156a9549-ac18-4be0-b8e4-ec0a9edc296d,5280d74c-6d65-4538-abc9-bd70711ec5c2,NABL Accreditation,CERT_H3V6ZJCBP6,2022-02-08,2025-07-27,s3://up-ab-licenses/LIC_H76RJ8N4V4QR.pdf
30d7dc9b-a8ff-498a-839f-def0706c4c89,5280d74c-6d65-4538-abc9-bd70711ec5c2,NABH Accreditation,CERT_PZGS2849JR,2020-11-30,2022-01-02,s3://up-ab-licenses/LIC_P7OG6STS2LXJ.pdf
3e0f0586-4be1-4bdc-9871-dcd8b65fcef8,5280d74c-6d65-4538-abc9-bd70711ec5c2,Blood Bank License,CERT_CD296YXMD5,2023-08-13,2027-04-29,s3://up-ab-licenses/LIC_XHDCV62G023G.pdf
5fbdbb04-3349-4c30-8465-854341ddc4d4,5280d74c-6d65-4538-abc9-bd70711ec5c2,PCPNDT Registration,CERT_FY5OYLLXM6,2023-05-04,2025-06-28,s3://up-ab-licenses/LIC_2K81R9BD8Y7A.pdf
57def7cb-b380-4e52-81c2-bd2d14ce7b73,4f95535a-c061-42c5-847a-64846c9e8a33,Lift Safety Certificate,CERT_R8J2FSR45Q,2023-02-26,2026-07-17,s3://up-ab-licenses/LIC_3CVFBID99F4A.pdf
b442eb63-c397-4981-bdd2-bfb57a3b25ae,4f95535a-c061-42c5-847a-64846c9e8a33,Fire Safety Certificate,CERT_B7I7IOSZ45,2023-05-21,2027-08-27,s3://up-ab-licenses/LIC_WPRM0CFX3M3U.pdf
d3f699cd-a40e-4fd2-bb15-32684a9eed90,4f95535a-c061-42c5-847a-64846c9e8a33,Biomedical Waste Management Certificate,CERT_WUUSWZP98U,2022-11-19,2027-07-16,s3://up-ab-licenses/LIC_XHHVM4EPEE64.pdf
816c887c-4db7-4969-a99a-c5f2e8e4c034,4f95535a-c061-42c5-847a-64846c9e8a33,Hospital Registration Certificate,CERT_R0M4U5SGXE,2025-06-14,2028-03-09,s3://up-ab-licenses/LIC_PQGORHHQHUTL.pdf
e2831e36-0af3-4249-8808-e7f24ce6cfff,4f95535a-c061-42c5-847a-64846c9e8a33,Blood Bank License,CERT_UWULE1KW25,2023-02-21,2026-08-06,s3://up-ab-licenses/LIC_YENCVM0EOCK7.pdf
7c3ee4f8-b43c-40b5-a08d-5bae37bf97dd,4f95535a-c061-42c5-847a-64846c9e8a33,Pharmacy License,CERT_OE4JQNO04K,2023-10-28,2025-12-15,s3://up-ab-licenses/LIC_ZIQ9T33WU2GK.pdf
563b50c8-e42b-480a-b8cc-63e39f6e4f46,4f95535a-c061-42c5-847a-64846c9e8a33,Clinical Establishment Act Registration,CERT_9J45I3MI38,2021-05-31,2024-12-01,s3://up-ab-licenses/LIC_G83VRCKC7GOO.pdf
47c505dc-0cbe-4823-b30e-d5c7a6799e6c,6ce061b1-33a7-4aa9-bdac-4dacbc2438c0,PCPNDT Registration,CERT_D794L91L32,2024-07-26,2028-05-21,s3://up-ab-licenses/LIC_YJ8PK7T84MRZ.pdf
e970620c-2bbc-4a1f-bba8-abce7dd62f54,6ce061b1-33a7-4aa9-bdac-4dacbc2438c0,Pharmacy License,CERT_VYISX33184,2022-12-10,2025-09-30,s3://up-ab-licenses/LIC_NP85WAV64DP5.pdf
6e08c398-85a7-40d5-850f-03ad7b6eddda,6ce061b1-33a7-4aa9-bdac-4dacbc2438c0,Lift Safety Certificate,CERT_7BJ2JR2LUX,2021-11-14,2025-10-18,s3://up-ab-licenses/LIC_812SRKG40VAW.pdf
fd085e6b-d2e7-4193-90d1-54b8e8dd17db,6ce061b1-33a7-4aa9-bdac-4dacbc2438c0,Building Completion Certificate,CERT_4NUCEF7PU7,2022-01-20,2023-08-23,s3://up-ab-licenses/LIC_J6JCTVBQL2BN.pdf
6ceacab4-5bc6-4fcd-8ec3-df20ce677508,6ce061b1-33a7-4aa9-bdac-4dacbc2438c0,Pollution Control Clearance,CERT_NEX65IV6MR,2024-06-18,2028-04-10,s3://up-ab-licenses/LIC_ZRM8WQ0XNU8J.pdf
aa7ac669-14dd-4fe1-a43a-0a3c2bacef09,6ce061b1-33a7-4aa9-bdac-4dacbc2438c0,Blood Bank License,CERT_TWDTK6WR4Y,2022-05-09,2023-11-26,s3://up-ab-licenses/LIC_PNH93SLIFF9R.pdf
243ed163-c97c-4f7c-a60f-33f8501a280a,0aaa24cd-1bbb-43a7-9436-41404a94c435,Building Completion Certificate,CERT_EPXTWMBGRE,2023-05-01,2025-04-10,s3://up-ab-licenses/LIC_S49O6XJ2Q5MP.pdf
e55eb5b9-404c-439f-a984-10dd7bbb0ad1,0aaa24cd-1bbb-43a7-9436-41404a94c435,Pollution Control Clearance,CERT_4BC2VT1O6M,2021-11-01,2022-12-15,s3://up-ab-licenses/LIC_UFS7V4F0L6CO.pdf
d0636220-a02a-49a3-8e13-34fb7617913b,0aaa24cd-1bbb-43a7-9436-41404a94c435,Lift Safety Certificate,CERT_H1Q89GELWB,2024-10-24,2027-01-24,s3://up-ab-licenses/LIC_3S77UAJ7A690.pdf
2ef31cbc-a2dc-4cb0-843c-6d543a557803,0aaa24cd-1bbb-43a7-9436-41404a94c435,Blood Bank License,CERT_V0DPK9T66O,2022-06-16,2026-07-21,s3://up-ab-licenses/LIC_Z6YR8O6HUK2D.pdf
96e09a6e-dd3b-4905-aeef-79d3af7daaf4,7df6476c-36e5-4b7f-b491-d544b865d70c,Building Completion Certificate,CERT_EYBIQL9Y11,2024-09-11,2026-07-01,s3://up-ab-licenses/LIC_4CUEO9R0W2SV.pdf
0913b1e9-05e6-45db-88b2-2d47ce016013,7df6476c-36e5-4b7f-b491-d544b865d70c,Pollution Control Clearance,CERT_PTPWKXJ67M,2025-02-06,2026-03-16,s3://up-ab-licenses/LIC_S26IK4AO7Y9K.pdf
afa38779-37d6-42c4-b35b-9b33d67b7f9f,7df6476c-36e5-4b7f-b491-d544b865d70c,Blood Bank License,CERT_2RI68CIOHC,2023-01-17,2026-11-09,s3://up-ab-licenses/LIC_RVRJU5FPZBXO.pdf
b6d302e7-c926-4520-82f8-6057f84f48d0,7df6476c-36e5-4b7f-b491-d544b865d70c,Clinical Establishment Act Registration,CERT_8MQETSLJDL,2023-08-30,2026-07-13,s3://up-ab-licenses/LIC_9INNS67QIS7Z.pdf
91323b27-f164-454c-9030-00c1675c3861,86558851-1882-453c-9ea1-67d2603900dc,Fire Safety Certificate,CERT_7YTOXWNMMC,2022-12-18,2024-08-12,s3://up-ab-licenses/LIC_O5SL7MOWJY6A.pdf
2cf96521-8ed8-4e3e-999d-ab5b6d015a2e,86558851-1882-453c-9ea1-67d2603900dc,Clinical Establishment Act Registration,CERT_X1CD1NEF4V,2025-07-14,2030-04-22,s3://up-ab-licenses/LIC_MPMDGQF8VMAI.pdf
77473394-28a9-4adf-962d-f99da9dd38e0,86558851-1882-453c-9ea1-67d2603900dc,Lift Safety Certificate,CERT_9IS4L7FJRV,2023-11-07,2028-03-05,s3://up-ab-licenses/LIC_FQMLEWLNAHS4.pdf
