state_code,state_name,division_name,district_name,block_name
UP,Uttar Pradesh,Lucknow,Lakhimpur Kheri,Lakhimpur Block 3
UP,Uttar Pradesh,Lucknow,Lakhimpur Kheri,Lakhimpur Block 4
UP,Uttar Pradesh,Lucknow,Lakhimpur Kheri,Lakhimpur Block 5
UP,Uttar Pradesh,Lucknow,Lakhimpur Kheri,Lakhimpur Block 6
UP,Uttar Pradesh,Lucknow,Lakhimpur Kheri,Lakhimpur Block 7
UP,Uttar Pradesh,Lucknow,Lakhimpur Kheri,Lakhimpur Block 8
UP,Uttar Pradesh,Lucknow,Raebareli,Raebareli Block 1
UP,Uttar Pradesh,Lucknow,Raebareli,Raebareli Block 2
UP,Uttar Pradesh,Lucknow,Raebareli,Raebareli Block 3
UP,Uttar Pradesh,Lucknow,Raebareli,Raebareli Block 4
UP,Uttar Pradesh,Lucknow,Raebareli,Raebareli Block 5
UP,Uttar Pradesh,Lucknow,Raebareli,Raebareli Block 6
UP,Uttar Pradesh,Lucknow,Raebareli,Raebareli Block 7
UP,Uttar Pradesh,Lucknow,Raebareli,Raebareli Block 8
UP,Uttar Pradesh,Lucknow,Sitapur,Sitapur Block 1
UP,Uttar Pradesh,Lucknow,Sitapur,Sitapur Block 2
UP,Uttar Pradesh,Lucknow,Sitapur,Sitapur Block 3
UP,Uttar Pradesh,Lucknow,Sitapur,Sitapur Block 4
UP,Uttar Pradesh,Lucknow,Sitapur,Sitapur Block 5
UP,Uttar Pradesh,Lucknow,Sitapur,Sitapur Block 6
UP,Uttar Pradesh,Lucknow,Sitapur,Sitapur Block 7
UP,Uttar Pradesh,Lucknow,Sitapur,Sitapur Block 8
UP,Uttar Pradesh,Lucknow,Unnao,Unnao Block 1
UP,Uttar Pradesh,Lucknow,Unnao,Unnao Block 2
UP,Uttar Pradesh,Lucknow,Unnao,Unnao Block 3
UP,Uttar Pradesh,Lucknow,Unnao,Unnao Block 4
UP,Uttar Pradesh,Lucknow,Unnao,Unnao Block 5
UP,Uttar Pradesh,Lucknow,Unnao,Unnao Block 6
UP,Uttar Pradesh,Lucknow,Unnao,Unnao Block 7
UP,Uttar Pradesh,Lucknow,Unnao,Unnao Block 8
UP,Uttar Pradesh,Meerut,Baghpat,Baghpat Block 1
UP,Uttar Pradesh,Meerut,Baghpat,Baghpat Block 2
UP,Uttar Pradesh,Meerut,Baghpat,Baghpat Block 3
UP,Uttar Pradesh,Meerut,Baghpat,Baghpat Block 4
UP,Uttar Pradesh,Meerut,Baghpat,Baghpat Block 5
UP,Uttar Pradesh,Meerut,Baghpat,Baghpat Block 6
UP,Uttar Pradesh,Meerut,Baghpat,Baghpat Block 7
UP,Uttar Pradesh,Meerut,Baghpat,Baghpat Block 8
UP,Uttar Pradesh,Meerut,Bulandshahr,Bulandshahr Block 1
UP,Uttar Pradesh,Meerut,Bulandshahr,Bulandshahr Block 2
UP,Uttar Pradesh,Meerut,Bulandshahr,Bulandshahr Block 3
UP,Uttar Pradesh,Meerut,Bulandshahr,Bulandshahr Block 4
UP,Uttar Pradesh,Meerut,Bulandshahr,Bulandshahr Block 5
UP,Uttar Pradesh,Meerut,Bulandshahr,Bulandshahr Block 6
UP,Uttar Pradesh,Meerut,Bulandshahr,Bulandshahr Block 7
UP,Uttar Pradesh,Meerut,Bulandshahr,Bulandshahr Block 8
UP,Uttar Pradesh,Meerut,Ghaziabad,Bhojpur
UP,Uttar Pradesh,Meerut,Ghaziabad,Dadri
UP,Uttar Pradesh,Meerut,Ghaziabad,Dhaulana
UP,Uttar Pradesh,Meerut,Ghaziabad,Loni
UP,Uttar Pradesh,Meerut,Ghaziabad,Modinagar
UP,Uttar Pradesh,Meerut,Ghaziabad,Muradnagar
UP,Uttar Pradesh,Meerut,Ghaziabad,Razapur
UP,Uttar Pradesh,Meerut,Ghaziabad,Simbhawali
UP,Uttar Pradesh,Meerut,Ghaziabad,Tronica City
UP,Uttar Pradesh,Meerut,Gautam Buddha Nagar,Gautam Block 1
UP,Uttar Pradesh,Meerut,Gautam Buddha Nagar,Gautam Block 2
UP,Uttar Pradesh,Meerut,Gautam Buddha Nagar,Gautam Block 3
UP,Uttar Pradesh,Meerut,Gautam Buddha Nagar,Gautam Block 4
UP,Uttar Pradesh,Meerut,Gautam Buddha Nagar,Gautam Block 5
UP,Uttar Pradesh,Meerut,Gautam Buddha Nagar,Gautam Block 6
UP,Uttar Pradesh,Meerut,Gautam Buddha Nagar,Gautam Block 7
UP,Uttar Pradesh,Meerut,Gautam Buddha Nagar,Gautam Block 8
UP,Uttar Pradesh,Meerut,Hapur,Hapur Block 1
UP,Uttar Pradesh,Meerut,Hapur,Hapur Block 2
UP,Uttar Pradesh,Meerut,Hapur,Hapur Block 3
UP,Uttar Pradesh,Meerut,Hapur,Hapur Block 4
UP,Uttar Pradesh,Meerut,Hapur,Hapur Block 5
UP,Uttar Pradesh,Meerut,Hapur,Hapur Block 6
UP,Uttar Pradesh,Meerut,Hapur,Hapur Block 7
UP,Uttar Pradesh,Meerut,Hapur,Hapur Block 8
UP,Uttar Pradesh,Meerut,Meerut,Daurala
UP,Uttar Pradesh,Meerut,Meerut,Hapur
UP,Uttar Pradesh,Meerut,Meerut,Inchauli
UP,Uttar Pradesh,Meerut,Meerut,Jani
UP,Uttar Pradesh,Meerut,Meerut,Kharkhoda
UP,Uttar Pradesh,Meerut,Meerut,Machhara
UP,Uttar Pradesh,Meerut,Meerut,Mawana
UP,Uttar Pradesh,Meerut,Meerut,Parikshitgarh
UP,Uttar Pradesh,Meerut,Meerut,Rohta
UP,Uttar Pradesh,Meerut,Meerut,Sardhana
UP,Uttar Pradesh,Meerut,Meerut,Sherpur
UP,Uttar Pradesh,Mirzapur,Mirzapur,Mirzapur Block 1
UP,Uttar Pradesh,Mirzapur,Mirzapur,Mirzapur Block 2
UP,Uttar Pradesh,Mirzapur,Mirzapur,Mirzapur Block 3
UP,Uttar Pradesh,Mirzapur,Mirzapur,Mirzapur Block 4
UP,Uttar Pradesh,Mirzapur,Mirzapur,Mirzapur Block 5
UP,Uttar Pradesh,Mirzapur,Mirzapur,Mirzapur Block 6
UP,Uttar Pradesh,Mirzapur,Mirzapur,Mirzapur Block 7
UP,Uttar Pradesh,Mirzapur,Mirzapur,Mirzapur Block 8
UP,Uttar Pradesh,Mirzapur,Sant Ravidas Nagar,Sant Block 1
UP,Uttar Pradesh,Mirzapur,Sant Ravidas Nagar,Sant Block 2
UP,Uttar Pradesh,Mirzapur,Sant Ravidas Nagar,Sant Block 3
UP,Uttar Pradesh,Mirzapur,Sant Ravidas Nagar,Sant Block 4
UP,Uttar Pradesh,Mirzapur,Sant Ravidas Nagar,Sant Block 5
UP,Uttar Pradesh,Mirzapur,Sant Ravidas Nagar,Sant Block 6
UP,Uttar Pradesh,Mirzapur,Sant Ravidas Nagar,Sant Block 7
UP,Uttar Pradesh,Mirzapur,Sant Ravidas Nagar,Sant Block 8
UP,Uttar Pradesh,Mirzapur,Sonbhadra,Sonbhadra Block 1
UP,Uttar Pradesh,Mirzapur,Sonbhadra,Sonbhadra Block 2
UP,Uttar Pradesh,Mirzapur,Sonbhadra,Sonbhadra Block 3
UP,Uttar Pradesh,Mirzapur,Sonbhadra,Sonbhadra Block 4
UP,Uttar Pradesh,Mirzapur,Sonbhadra,Sonbhadra Block 5
UP,Uttar Pradesh,Mirzapur,Sonbhadra,Sonbhadra Block 6
UP,Uttar Pradesh,Mirzapur,Sonbhadra,Sonbhadra Block 7
UP,Uttar Pradesh,Mirzapur,Sonbhadra,Sonbhadra Block 8
UP,Uttar Pradesh,Moradabad,Amroha,Amroha Block 1
UP,Uttar Pradesh,Moradabad,Amroha,Amroha Block 2
UP,Uttar Pradesh,Moradabad,Amroha,Amroha Block 3
UP,Uttar Pradesh,Moradabad,Amroha,Amroha Block 4
UP,Uttar Pradesh,Moradabad,Amroha,Amroha Block 5
UP,Uttar Pradesh,Moradabad,Amroha,Amroha Block 6
UP,Uttar Pradesh,Moradabad,Amroha,Amroha Block 7
UP,Uttar Pradesh,Moradabad,Amroha,Amroha Block 8
UP,Uttar Pradesh,Moradabad,Bijnor,Bijnor Block 1
UP,Uttar Pradesh,Moradabad,Bijnor,Bijnor Block 2
UP,Uttar Pradesh,Moradabad,Bijnor,Bijnor Block 3
UP,Uttar Pradesh,Moradabad,Bijnor,Bijnor Block 4
UP,Uttar Pradesh,Moradabad,Bijnor,Bijnor Block 5
UP,Uttar Pradesh,Moradabad,Bijnor,Bijnor Block 6
UP,Uttar Pradesh,Moradabad,Bijnor,Bijnor Block 7
UP,Uttar Pradesh,Moradabad,Bijnor,Bijnor Block 8
UP,Uttar Pradesh,Moradabad,Moradabad,Moradabad Block 1
UP,Uttar Pradesh,Moradabad,Moradabad,Moradabad Block 2
UP,Uttar Pradesh,Moradabad,Moradabad,Moradabad Block 3
UP,Uttar Pradesh,Moradabad,Moradabad,Moradabad Block 4
UP,Uttar Pradesh,Moradabad,Moradabad,Moradabad Block 5
UP,Uttar Pradesh,Moradabad,Moradabad,Moradabad Block 6
UP,Uttar Pradesh,Moradabad,Moradabad,Moradabad Block 7
UP,Uttar Pradesh,Moradabad,Moradabad,Moradabad Block 8
UP,Uttar Pradesh,Moradabad,Rampur,Rampur Block 1
UP,Uttar Pradesh,Moradabad,Rampur,Rampur Block 2
UP,Uttar Pradesh,Moradabad,Rampur,Rampur Block 3
UP,Uttar Pradesh,Moradabad,Rampur,Rampur Block 4
UP,Uttar Pradesh,Moradabad,Rampur,Rampur Block 5
UP,Uttar Pradesh,Moradabad,Rampur,Rampur Block 6
UP,Uttar Pradesh,Moradabad,Rampur,Rampur Block 7
UP,Uttar Pradesh,Moradabad,Rampur,Rampur Block 8
UP,Uttar Pradesh,Moradabad,Sambhal,Sambhal Block 1
UP,Uttar Pradesh,Moradabad,Sambhal,Sambhal Block 2
UP,Uttar Pradesh,Moradabad,Sambhal,Sambhal Block 3
UP,Uttar Pradesh,Moradabad,Sambhal,Sambhal Block 4
UP,Uttar Pradesh,Moradabad,Sambhal,Sambhal Block 5
UP,Uttar Pradesh,Moradabad,Sambhal,Sambhal Block 6
UP,Uttar Pradesh,Moradabad,Sambhal,Sambhal Block 7
UP,Uttar Pradesh,Moradabad,Sambhal,Sambhal Block 8
UP,Uttar Pradesh,Prayagraj,Fatehpur,Fatehpur Block 1
UP,Uttar Pradesh,Prayagraj,Fatehpur,Fatehpur Block 2
UP,Uttar Pradesh,Prayagraj,Fatehpur,Fatehpur Block 3
UP,Uttar Pradesh,Prayagraj,Fatehpur,Fatehpur Block 4
UP,Uttar Pradesh,Prayagraj,Fatehpur,Fatehpur Block 5
UP,Uttar Pradesh,Prayagraj,Fatehpur,Fatehpur Block 6
UP,Uttar Pradesh,Prayagraj,Fatehpur,Fatehpur Block 7
UP,Uttar Pradesh,Prayagraj,Fatehpur,Fatehpur Block 8
UP,Uttar Pradesh,Prayagraj,Kaushambi,Kaushambi Block 1
UP,Uttar Pradesh,Prayagraj,Kaushambi,Kaushambi Block 2
UP,Uttar Pradesh,Prayagraj,Kaushambi,Kaushambi Block 3
UP,Uttar Pradesh,Prayagraj,Kaushambi,Kaushambi Block 4
UP,Uttar Pradesh,Prayagraj,Kaushambi,Kaushambi Block 5
UP,Uttar Pradesh,Prayagraj,Kaushambi,Kaushambi Block 6
UP,Uttar Pradesh,Prayagraj,Kaushambi,Kaushambi Block 7
UP,Uttar Pradesh,Prayagraj,Kaushambi,Kaushambi Block 8
UP,Uttar Pradesh,Prayagraj,Prayagraj,Bahria
UP,Uttar Pradesh,Prayagraj,Prayagraj,Bara
UP,Uttar Pradesh,Prayagraj,Prayagraj,Chaka
UP,Uttar Pradesh,Prayagraj,Prayagraj,Dhanupur
UP,Uttar Pradesh,Prayagraj,Prayagraj,Holagarh
UP,Uttar Pradesh,Prayagraj,Prayagraj,Jasra
UP,Uttar Pradesh,Prayagraj,Prayagraj,Karachhana
UP,Uttar Pradesh,Prayagraj,Prayagraj,Koraon
UP,Uttar Pradesh,Prayagraj,Prayagraj,Meja
UP,Uttar Pradesh,Prayagraj,Prayagraj,Manda
UP,Uttar Pradesh,Prayagraj,Prayagraj,Phulpur
UP,Uttar Pradesh,Prayagraj,Prayagraj,Pratappur
UP,Uttar Pradesh,Prayagraj,Prayagraj,Sahson
UP,Uttar Pradesh,Prayagraj,Prayagraj,Saidabad
UP,Uttar Pradesh,Prayagraj,Prayagraj,Shankargarh
UP,Uttar Pradesh,Prayagraj,Prayagraj,Soraon
UP,Uttar Pradesh,Prayagraj,Pratapgarh,Pratapgarh Block 1
UP,Uttar Pradesh,Prayagraj,Pratapgarh,Pratapgarh Block 2
UP,Uttar Pradesh,Prayagraj,Pratapgarh,Pratapgarh Block 3
UP,Uttar Pradesh,Prayagraj,Pratapgarh,Pratapgarh Block 4
UP,Uttar Pradesh,Prayagraj,Pratapgarh,Pratapgarh Block 5
UP,Uttar Pradesh,Prayagraj,Pratapgarh,Pratapgarh Block 6
UP,Uttar Pradesh,Prayagraj,Pratapgarh,Pratapgarh Block 7
UP,Uttar Pradesh,Prayagraj,Pratapgarh,Pratapgarh Block 8
UP,Uttar Pradesh,Saharanpur,Muzaffarnagar,Muzaffarnagar Block 1
UP,Uttar Pradesh,Saharanpur,Muzaffarnagar,Muzaffarnagar Block 2
UP,Uttar Pradesh,Saharanpur,Muzaffarnagar,Muzaffarnagar Block 3
UP,Uttar Pradesh,Saharanpur,Muzaffarnagar,Muzaffarnagar Block 4
UP,Uttar Pradesh,Saharanpur,Muzaffarnagar,Muzaffarnagar Block 5
UP,Uttar Pradesh,Saharanpur,Muzaffarnagar,Muzaffarnagar Block 6
UP,Uttar Pradesh,Saharanpur,Muzaffarnagar,Muzaffarnagar Block 7
UP,Uttar Pradesh,Saharanpur,Muzaffarnagar,Muzaffarnagar Block 8
UP,Uttar Pradesh,Saharanpur,Saharanpur,Saharanpur Block 1
UP,Uttar Pradesh,Saharanpur,Saharanpur,Saharanpur Block 2
UP,Uttar Pradesh,Saharanpur,Saharanpur,Saharanpur Block 3
UP,Uttar Pradesh,Saharanpur,Saharanpur,Saharanpur Block 4
UP,Uttar Pradesh,Saharanpur,Saharanpur,Saharanpur Block 5
UP,Uttar Pradesh,Saharanpur,Saharanpur,Saharanpur Block 6
UP,Uttar Pradesh,Saharanpur,Saharanpur,Saharanpur Block 7
UP,Uttar Pradesh,Saharanpur,Saharanpur,Saharanpur Block 8
UP,Uttar Pradesh,Saharanpur,Shamli,Shamli Block 1
UP,Uttar Pradesh,Saharanpur,Shamli,Shamli Block 2
UP,Uttar Pradesh,Saharanpur,Shamli,Shamli Block 3
UP,Uttar Pradesh,Saharanpur,Shamli,Shamli Block 4
UP,Uttar Pradesh,Saharanpur,Shamli,Shamli Block 5
UP,Uttar Pradesh,Saharanpur,Shamli,Shamli Block 6
UP,Uttar Pradesh,Saharanpur,Shamli,Shamli Block 7
UP,Uttar Pradesh,Saharanpur,Shamli,Shamli Block 8
UP,Uttar Pradesh,Varanasi,Chandauli,Chandauli Block 1
UP,Uttar Pradesh,Varanasi,Chandauli,Chandauli Block 2
UP,Uttar Pradesh,Varanasi,Chandauli,Chandauli Block 3
UP,Uttar Pradesh,Varanasi,Chandauli,Chandauli Block 4
UP,Uttar Pradesh,Varanasi,Chandauli,Chandauli Block 5
UP,Uttar Pradesh,Varanasi,Chandauli,Chandauli Block 6
UP,Uttar Pradesh,Varanasi,Chandauli,Chandauli Block 7
UP,Uttar Pradesh,Varanasi,Chandauli,Chandauli Block 8
UP,Uttar Pradesh,Varanasi,Ghazipur,Ghazipur Block 1
UP,Uttar Pradesh,Varanasi,Ghazipur,Ghazipur Block 2
UP,Uttar Pradesh,Varanasi,Ghazipur,Ghazipur Block 3
UP,Uttar Pradesh,Varanasi,Ghazipur,Ghazipur Block 4
UP,Uttar Pradesh,Varanasi,Ghazipur,Ghazipur Block 5
UP,Uttar Pradesh,Varanasi,Ghazipur,Ghazipur Block 6
UP,Uttar Pradesh,Varanasi,Ghazipur,Ghazipur Block 7
UP,Uttar Pradesh,Varanasi,Ghazipur,Ghazipur Block 8
UP,Uttar Pradesh,Varanasi,Jaunpur,Jaunpur Block 1
UP,Uttar Pradesh,Varanasi,Jaunpur,Jaunpur Block 2
UP,Uttar Pradesh,Varanasi,Jaunpur,Jaunpur Block 3
UP,Uttar Pradesh,Varanasi,Jaunpur,Jaunpur Block 4
UP,Uttar Pradesh,Varanasi,Jaunpur,Jaunpur Block 5
UP,Uttar Pradesh,Varanasi,Jaunpur,Jaunpur Block 6
UP,Uttar Pradesh,Varanasi,Jaunpur,Jaunpur Block 7
UP,Uttar Pradesh,Varanasi,Jaunpur,Jaunpur Block 8
UP,Uttar Pradesh,Varanasi,Varanasi,Arajiline
UP,Uttar Pradesh,Varanasi,Varanasi,Baragaon
UP,Uttar Pradesh,Varanasi,Varanasi,Chiraigaon
UP,Uttar Pradesh,Varanasi,Varanasi,Harhua
UP,Uttar Pradesh,Varanasi,Varanasi,Kashi Vidyapeeth
UP,Uttar Pradesh,Varanasi,Varanasi,Pindra
UP,Uttar Pradesh,Varanasi,Varanasi,Rohania
UP,Uttar Pradesh,Varanasi,Varanasi,Sewapuri
